M0,M_best,M_change_pct_best,M_max_change_pct,M_max_with_theta_cap,T0_days,T_best_days,T_change_pct_best,T_for_max_M_days,T_max_days,T_min_days,c_i,c_j,contest_id,has_pareto_opportunity,lambda,mu0,n_feasible_grid_points,r,sigma,status,strict_theta_reduction,theta0,theta_best,theta_for_max_M,theta_min_used,theta_reduction_pct_best
7.678109692973912,7.6781096929597465,-1.8449277468333022e-10,58.457926802175635,12.166573437083354,12.083333333333334,36.25,199.99999999999997,36.25,36.25,3.0208333333333335,3.749,4.305,3353,True,16.307,-0.249,14,2.066,1.232,ok,True,10.0,4.234157562523136,10.0,0.01,57.65842437476864
0.7544304254543178,0.7544304254426368,-1.5483189854060262e-09,179.48124863212183,2.1084915731203564,16.333333333333332,49.0,200.00000000000003,49.0,49.0,4.083333333333333,2.055,3.018,3366,True,15.653,-1.936,14,13.34,0.693,ok,True,0.5,0.1893710882875965,0.5,0.01,62.1257823424807
1.5013156841287143,1.5013156865975483,1.644446968884118e-07,84.29505613576718,2.766850582840091,23.041666666666668,69.125,199.99999999999997,69.125,69.125,5.760416666666667,2.44,1.891,3507,True,14.03,0.529,14,14.095,1.055,ok,True,0.5,0.27415039181053075,0.5,0.01,45.16992163789385
1.2318788999296346,1.2318788999336536,3.26250197919019e-10,76.16816936644297,2.1701785068175132,37.041666666666664,111.125,200.00000000000003,111.125,111.125,9.260416666666666,2.491,1.513,3509,True,12.714,-0.024,14,13.807,0.741,ok,True,0.2,0.11011672845389281,0.2,0.01,44.9416357730536
19.186938971556486,19.18693897158256,1.3589122124883556e-10,44.41562571392657,27.708937971122527,53.75,161.25,200.0,161.25,161.25,13.4375,4.127,4.159,3526,True,15.809,-0.053,14,1.28,0.793,ok,True,5.0,2.919222749286614,5.0,0.01,41.61554501426772
5.177716628973812,5.1777166247239546,-8.207975946654496e-08,63.97629761315192,8.490228029091755,82.25,246.75,200.0,246.75,246.75,20.5625,4.292,1.875,3641,True,20.406,0.615,14,3.434,0.579,ok,True,1.5,0.4003008085682141,1.5,0.01,73.31327942878573
2.743102272969534,2.743102270901983,-7.53727281572344e-08,108.01102832077181,5.705955245894393,51.041666666666664,153.125,200.00000000000003,153.125,153.125,12.760416666666666,2.58,2.898,3774,True,23.554,-0.997,14,13.3,0.537,ok,True,0.5,0.2414725445658119,0.5,0.01,51.70549108683762
2.306366520696006,2.3063665207856494,3.88678048379195e-09,201.52868792181062,6.954356708522582,30.25,90.75,200.0,90.75,90.75,7.5625,4.322,3.599,3800,True,20.046,3.384,14,6.632,0.82,ok,True,3.0,0.8671774199429981,3.0,0.01,71.09408600190007
3.8569355259349765,3.856935525934969,-1.9573872875722893e-13,71.05576201605476,6.597510454356003,50.875,152.625,200.0,152.625,152.625,12.71875,1.237,1.529,3926,True,22.016,-0.047,14,13.393,0.547,ok,True,0.3,0.15820214897194676,0.3,0.01,47.26595034268441
2.173769834686867,2.173769840073352,2.477946353764429e-07,87.41535382641065,4.073978427050173,28.041666666666668,84.125,199.99999999999997,84.125,84.125,7.010416666666667,3.604,3.051,3928,True,19.525,-0.421,14,11.838,0.584,ok,True,0.68,0.3346168980430706,0.68,0.01,50.79163264072491
6.121773469589136,6.121773469589025,-1.8135643700969377e-12,79.00567879796537,10.958322153711789,40.083333333333336,120.25,199.99999999999997,120.25,120.25,10.020833333333334,3.165,3.52,3929,True,5.865,0.062,14,10.32,3.653,ok,True,8.0,4.468195590707891,8.0,0.01,44.14755511615136
9.487689062898163,9.487689062898145,-1.8722755642854452e-13,104.61665704747992,19.413392191561595,56.333333333333336,169.0,199.99999999999997,169.0,169.0,14.083333333333334,4.624,4.67,3960,True,28.973,-0.992,14,3.583,0.883,ok,True,8.0,2.142018556452717,8.0,0.01,73.22476804434103
,,,,,,,,,,,,,4031,,,,,,,missing_json,,,,,,
15.608146635385628,15.608146635370716,-9.554315457901041e-11,71.82220490152329,26.818261693182507,22.083333333333332,66.25,200.00000000000003,66.25,66.25,5.520833333333333,3.729,3.994,4104,True,10.864,0.036,14,0.742,2.116,ok,True,20.0,10.367716482572426,20.0,0.01,48.16141758713787
10.450396507068948,10.450396526142693,1.825169527012289e-07,139.45883299644441,25.02439751932849,31.125,93.375,200.0,93.375,93.375,7.78125,4.367,4.554,4366,True,23.414,-0.434,14,2.979,0.913,ok,True,8.0,2.866305081515031,8.0,0.01,64.17118648106211
7.814821231648109,7.81482123732681,7.266578334434497e-08,76.47156342030065,13.790937205991012,55.041666666666664,165.125,200.00000000000003,165.125,165.125,13.760416666666666,3.591,3.238,4407,True,14.573,0.07,14,12.165,1.67,ok,True,4.0,2.255313413928197,4.0,0.01,43.61716465179507
10.127606086219417,10.127606087223496,9.914273812543703e-09,31.65372428115587,13.333370593032873,65.04166666666667,195.125,199.99999999999997,195.125,195.125,16.260416666666668,4.11,3.071,4453,True,17.165,1.204,16,2.607,0.617,ok,True,2.0,1.017496622144787,2.0,0.01,49.12516889276065
1.5464903762974314,1.5464903768579428,3.624409331286707e-08,154.53114412413757,3.9362996485595323,24.75,74.25,200.0,74.25,74.25,6.1875,3.867,3.222,4477,True,11.87,-3.305,14,5.142,1.104,ok,True,2.0,0.7212145254642811,2.0,0.01,63.93927372678594
1.3610741626392722,1.36107416263972,3.290518477445276e-11,79.89092811452444,2.4484489434987786,37.958333333333336,113.875,199.99999999999997,113.875,113.875,9.489583333333334,2.16,2.843,4488,True,8.033,1.108,14,12.739,5.347,ok,True,2.0,1.1104291039778007,2.0,0.01,44.47854480110996
11.002333469231308,11.002333444729993,-2.2269198459911087e-07,65.02778967002779,18.156907736398114,28.708333333333332,86.125,200.00000000000003,86.125,86.125,7.177083333333333,3.883,4.306,4493,True,16.683,-0.191,14,1.567,1.161,ok,True,10.0,3.715227719537905,10.0,0.01,62.84772280462094
7.947251390104245,7.94725139010753,4.1328550398453926e-11,89.02441129741608,15.022245154470266,84.04166666666667,252.125,199.99999999999997,252.125,252.125,21.010416666666668,4.657,4.691,4657,True,34.581,0.33,14,3.41,0.559,ok,True,4.0,0.870056809114344,4.0,0.01,78.2485797721414
10.244307820164412,10.2443077933587,-2.6166444721195e-07,69.02970355968924,17.315923140165967,68.20833333333333,204.625,200.00000000000003,204.625,204.625,17.052083333333332,4.242,3.833,4699,True,18.734,0.112,14,1.207,0.765,ok,True,5.0,1.4601556225121701,5.0,0.01,70.79688754975659
10.051657085763212,10.051657085763132,-7.952525348902888e-13,71.82009833344082,17.270767088898623,45.583333333333336,136.75,199.99999999999997,136.75,136.75,11.395833333333334,3.287,4.306,4986,True,13.378,-0.029,14,1.214,1.203,ok,True,10.0,2.8078632526237763,10.0,0.01,71.92136747376223
5.090474677285122,5.090474677257465,-5.433086217765525e-10,93.61513014553326,9.855929171451002,38.916666666666664,116.75,200.00000000000003,116.75,116.75,9.729166666666666,4.484,4.094,5056,True,21.957,-0.78,14,2.763,0.72,ok,True,5.0,1.1105847379233562,5.0,0.01,77.78830524153287
5.7322126255904395,5.732212626051416,8.041853578247873e-09,158.96659189831564,14.844515676856519,29.166666666666668,87.5,199.99999999999997,87.5,87.5,7.291666666666667,3.617,3.737,5144,True,7.244,10.283,14,1.411,3.118,ok,True,20.0,7.194032323500716,20.0,0.01,64.02983838249642
6.08469625535442,6.08469625589385,8.865353527871906e-09,105.00498809457446,12.473930833880347,57.333333333333336,172.0,199.99999999999997,172.0,172.0,14.333333333333334,4.346,4.162,5174,True,23.823,-1.24,14,8.369,0.744,ok,True,3.0,1.1373132320739296,3.0,0.01,62.08955893086901
10.933799424522931,10.9337994245535,2.795855645630039e-10,78.48633038997811,19.515337365031524,39.75,119.25,200.0,119.25,119.25,9.9375,3.961,3.564,5229,True,12.332,0.32,14,6.028,3.417,ok,True,15.0,8.417768641545013,15.0,0.01,43.88154238969991
8.886752928487342,8.886752922162195,-7.117500260873711e-08,131.4463308344413,20.568063583306213,47.833333333333336,143.5,199.99999999999997,143.5,143.5,11.958333333333334,4.361,4.651,5261,True,26.183,-1.578,14,2.525,0.965,ok,True,10.0,2.410026709886844,10.0,0.01,75.89973290113156
5.479939863721778,5.479939865311065,2.9001904469929422e-08,98.74507385665454,10.891110529454103,44.25,132.75,200.0,132.75,132.75,11.0625,4.028,4.506,5357,True,22.768,1.093,14,3.022,0.774,ok,True,5.0,1.247758248509996,5.0,0.01,75.04483502980008
4.7486814972113285,4.7486815095631805,2.601111907152308e-07,87.50473804576214,8.904002801973677,25.166666666666668,75.5,199.99999999999997,75.5,75.5,6.291666666666667,3.65,4.317,5390,True,17.724,0.513,14,4.262,0.819,ok,True,4.0,1.3533196270468149,4.0,0.01,66.16700932382963
